count	volume	first_ref	form	gloss
1	D&C	D&C dc121_130 1:2	כְּפוֹלוֹס	like Paul
1	D&C	D&C dc121_130 1:9	בְּגִנְזֵי	in the archives
1	D&C	D&C dc121_130 1:1	עַל־עִנְיָנִים	in relation to subjects
1	D&C	D&C dc121_130 1:3	בְּדִקְדּוּק	accurate
1	D&C	D&C dc121_130 1:3	וִידַקְדֵּק	and let him be precise
1	D&C	D&C dc121_130 1:5	לִמְדֻקְדָּק	to be very particular
1	D&C	D&C dc121_130 1:9	רוֹשֵׁם	records
1	D&C	D&C dc121_130 1:12	יַסְכִּים	might accord
1	D&C	D&C dc121_130 1:12	לְהַקְבִּילוֹ	to form a relationship
1	D&C	D&C dc121_130 1:14	גַּם־הַשָּׁמַיְמִיִּים	also-the heavenly
1	D&C	D&C dc121_130 1:17	בְּהֶמְשֵׁךְ	in connection with
1	D&C	D&C dc121_130 1:21	בְּהוֹשִׁיטָם	by holding forth
1	D&C	D&C dc121_130 1:21	וּבְאַמְּצָם	confirming
1	D&C	D&C dc121_130 1:24	רִשְׁמֵי	containing the records of
1	D&C	D&C dc121_130 1:8	יוֹשִׁיט	he will offer
1	D&C	D&C dc121_130 1:3	דֵּעַת	a notion of
1	D&C	D&C dc121_130 1:13	בְּהִתְפַּלְלִי	while I was praying earnestly
1	D&C	D&C dc131_138 1:8	בְּהִטַּהֵר	when are purified
1	D&C	D&C dc131_138 1:10	הַאֲקַבֵּל	will I receive
1	D&C	D&C dc131_138 1:14	יְזֻעְזַע	shall be shaken
1	D&C	D&C dc131_138 1:15	וּלְחֻפָּתָם	and their marriage
1	D&C	D&C dc131_138 1:19	בְתׇקְפּוֹ	of full force
1	D&C	D&C dc131_138 1:22	הַמּוֹבִיל	that leads
1	D&C	D&C dc131_138 1:23	אֶת־הִתְנַשְּׂאוּתְכֶם	your exaltation;
1	D&C	D&C dc131_138 1:49	אֶת־הִתְנַשְּׂאוּתְךָ	your exaltation,
1	D&C	D&C dc131_138 1:54	וְאַשְׁמִידֶנָּה	and will destroy her
1	D&C	D&C dc131_138 1:56	אֲבָרְכֶנָּה	will bless her,
1	D&C	D&C dc131_138 1:56	וְאַרְבֶּנָּה	and multiply her,
1	D&C	D&C dc131_138 1:61	תֹּאבֶה	give her consent,
1	D&C	D&C dc131_138 1:14	הָרוּחָנִית׃	spiritual
1	D&C	D&C dc131_138 1:23	וְתֻשַּׁב	and it shall be driven back
1	D&C	D&C dc131_138 1:36	וּמְסָרָהּ	and has committed it
1	D&C	D&C dc131_138 1:41	תַּרְתִּיחַ	causes to boil
1	D&C	D&C dc131_138 1:72	וְנִמְסַרְתֶּם	and you were delivered over
1	D&C	D&C dc131_138 1:1	בִּדְבָרָן	in relation to them,
1	D&C	D&C dc131_138 1:3	לְאַכֵּף	to enforce
1	D&C	D&C dc131_138 1:5	לְהֵעָנֵשׁ	be punished
1	D&C	D&C dc131_138 1:6	וּלְהַעֲנִישׁ	and the punishment
1	D&C	D&C dc131_138 1:6	וְהַשַּׁלְוָה	and harmony
1	D&C	D&C dc131_138 1:6	לְהַסְדִּיר	for the express purpose of regulating
1	D&C	D&C dc131_138 1:8	וְיִשְׁתַּמֵּשׁ	and use
1	D&C	D&C dc131_138 1:10	אֶת־חֶבְרָתָם׃	their fellowship.
1	D&C	D&C dc131_138 1:11	וּמֵהַסָּגַת	and encroachments
1	D&C	D&C dc131_138 1:12	מַצָּבָם	their situations
1	D&C	D&C dc131_138 1:12	לְהֵאָחֵז	allowing to be held
1	D&C	D&C dc131_138 1:1	חָמוּס	an armed
1	D&C	D&C dc131_138 1:4	קָר	cold blood.
1	D&C	D&C dc131_138 1:4	אֶת־הַפְּסָקָה	the paragraph
1	D&C	D&C dc131_138 1:4	וְקִפֵּל	and turned down
1	D&C	D&C dc131_138 1:5	יֵחַר	it matters
1	D&C	D&C dc131_138 1:6	הָרָטֹב	green
1	D&C	D&C dc131_138 1:7	הַשְּׁבוּרָה	the broken
1	D&C	D&C dc131_138 1:1	בְּמַסְעָם	in their journeyings
1	D&C	D&C dc131_138 1:34	גֵּרֶשְׁךָ׃	has driven you out
1	D&C	D&C dc131_138 1:35	פֻּרְעָנוּתָם	their calamity,
1	D&C	D&C dc131_138 1:3	הַלּוֹהֵט	blazing
1	D&C	D&C dc131_138 1:7	הֻרְשׁוּ	they had been permitted
1	D&C	D&C dc131_138 1:6	אֶת־הַמִּקְרָא	the scripture
1	D&C	D&C dc131_138 1:6	בִּפְרָקִים	in chapters
1	D&C	D&C dc131_138 1:15	גְּאֻלָּתָם׃	their redemption.
1	D&C	D&C dc131_138 1:18	וְשׂוֹחֵחַ	and conversed,
1	D&C	D&C dc131_138 1:21	וּבְאַזְהֲרוֹתֵיהֶם	and the warnings
1	D&C	D&C dc131_138 1:23	בִּגְאֻלָּתָם	in their redemption,
1	D&C	D&C dc131_138 1:24	קׇדְשׁוֹ׃	his holy
1	D&C	D&C dc131_138 1:27	קְצוּבָה	limited
1	D&C	D&C dc131_138 1:29	וְחֻדְּדָה	quickened,
1	D&C	D&C dc131_138 1:47	לִטַּע	to plant
1	D&C	D&C dc131_138 1:49	לִגְאֻלָּתָם׃	for their redemption,
1	D&C	D&C dc131_138 1:51	לְהִכָּתֵר	to be crowned
1	D&C	D&C dc1_10 1:33	תָדוֹן	shall strive
1	D&C	D&C dc1_10 1:1	יֻפְרוּ	shall be frustrated
1	D&C	D&C dc1_10 1:8	וּמְחַזֶּקְךָ	and strengthen you
1	D&C	D&C dc1_10 1:4	בַּדּוֹת	feign
1	D&C	D&C dc1_10 1:29	יַלְאֵנִי	trouble me
1	D&C	D&C dc1_10 1:19	מָתוּן	temperate
1	D&C	D&C dc1_10 1:31	עֲמָלְךָ׃	your labors
1	D&C	D&C dc1_10 1:9	וְתַשְׁכִּיחֲךָ	and shall cause you to forget
1	D&C	D&C dc1_10 1:11	בְּהַחִלְּךָ	when you commenced
1	D&C	D&C dc1_10 1:13	בְכַזְּבָם	by their lying
1	D&C	D&C dc1_10 1:13	בָּדִיתָ	you pretended
1	D&C	D&C dc1_10 1:26	בְּפַחָם׃	in their snare
1	D&C	D&C dc1_10 1:28	לַמְשַׁקֵּר	to him that lies
1	D&C	D&C dc1_10 1:31	וּבָדִיתָ	and pretended
1	D&C	D&C dc1_10 1:32	יְפַרְסְמוּ	they will publish
1	D&C	D&C dc1_10 1:68	כׇּל־הַמֹּסִיף	whoever declares more
1	D&C	D&C dc21_30 1:8	וְאַשְׁבִּיתֶנּוּ	and I will cause that he shall
1	D&C	D&C dc21_30 1:2	אֶת־קְרִיאָתְךָ	your calling
1	D&C	D&C dc21_30 1:6	אֶת־צְלַבְךָ	your cross
1	D&C	D&C dc21_30 1:7	לְהִלָּווֹת	to unite
1	D&C	D&C dc21_30 1:1	מִצָּרֹתֶיךָ	out of your afflictions
1	D&C	D&C dc21_30 1:8	יִהְיֶינָה	shall be
1	D&C	D&C dc21_30 1:18	וּלְתַרְמִיל׃	and for scrip
1	D&C	D&C dc21_30 1:5	קְרִיאָתֵךְ	your calling
1	D&C	D&C dc21_30 1:10	תַּנִּיחִי	you shall lay aside
1	D&C	D&C dc21_30 1:12	חָפְצָה	delights
1	D&C	D&C dc21_30 1:21	תִמְשֹׁלְנָה׃	reign
1	D&C	D&C dc21_30 1:25	רֶגֶב	mote
1	D&C	D&C dc21_30 1:27	לְהַכִּירָם	to own them
1	D&C	D&C dc21_30 1:44	הָרוּחָנִית	spiritual
1	D&C	D&C dc21_30 1:6	לְהַצָּלָתוֹ	for his
1	D&C	D&C dc21_30 1:6	וּלְהַצָּלָתְךָ	and your deliverance
1	D&C	D&C dc21_30 1:10	וַעֲבֹדָתְךָ	and your labor
1	D&C	D&C dc31_40 1:4	יִבְדּוּ	shall pretend
1	D&C	D&C dc31_40 1:13	אֶל־חַלְּשֵׁי	upon the weak things of
1	D&C	D&C dc31_40 1:17	בֵּרַכְתִּיו׃	I blessed him
1	D&C	D&C dc31_40 1:18	אָטַע	I will plant
1	D&C	D&C dc31_40 1:12	חָבוּר׃	is combined
1	D&C	D&C dc31_40 1:41	קְרִיאַתְכֶם	your preaching
1	D&C	D&C dc31_40 1:9	מְאַסְתַּנִי	you have rejected me
1	D&C	D&C dc31_40 1:23	תַּטְבִּיל	you shall baptize
1	D&C	D&C dc31_40 1:2	הִסִּיתֻהוּ	caused him
1	D&C	D&C dc41_50 1:2	לְהִוָּעֵד	to agree
1	D&C	D&C dc41_50 1:10	אֶתְּנֵם׃	I shall give them
1	D&C	D&C dc41_50 1:30	יוּפַר׃	can be broken
1	D&C	D&C dc41_50 1:42	הַפּוֹעֵל׃	the laborer
1	D&C	D&C dc41_50 1:77	תְקַבְּלוּם׃	you receive them
1	D&C	D&C dc41_50 1:15	נִשְׁלַחְתֶּם	you are sent forth
1	D&C	D&C dc41_50 1:1	וְהַקַּיָּמִים׃	and exist
1	D&C	D&C dc41_50 1:15	וְאִוָּכַח	and I will reason
1	D&C	D&C dc41_50 1:17	הַנָּפוֹץ׃	the scattered
1	D&C	D&C dc41_50 1:37	לְהַפְרִיחַ	to shoot forth
1	D&C	D&C dc41_50 1:46	יְשַׁנְתֶּם	you have slept
1	D&C	D&C dc41_50 1:57	נִתְעוּ	have been deceived
1	D&C	D&C dc41_50 1:1	וּלְלִמּוּדְכֶם׃	and learning
1	D&C	D&C dc41_50 1:13	וְנִצְלַב	and was crucified
1	D&C	D&C dc41_50 1:4	אֲבָרְכֶנּוּ	I will bless him
1	D&C	D&C dc41_50 1:5	הַמְקַבְּלוֹ	he that receives him
1	D&C	D&C dc41_50 1:23	לְהֵרָעֵשׁ	for to be shaken
1	D&C	D&C dc41_50 1:12	אֶתְוַכַּח	will reason
1	D&C	D&C dc41_50 1:13	נִסְמַכְתֶּם׃	were you ordained
1	D&C	D&C dc41_50 1:15	הֲנִצְדַּקְתֶּם׃	are you justified
1	D&C	D&C dc41_50 1:19	הֲמְקַבֵּל	does he receive
1	D&C	D&C dc51_60 1:15	לְהֵעָרֵךְ	of organizing themselves
1	D&C	D&C dc51_60 1:17	הָרוֹעֵד	he that trembles
1	D&C	D&C dc51_60 1:18	הַנִּכְבָּשׁ	he that is overcome
1	D&C	D&C dc51_60 1:43	אֲחִישׁ	will hasten
1	D&C	D&C dc51_60 1:4	הַדְּפוּס	printing
1	D&C	D&C dc51_60 1:11	לְמַדְפִּיס	as a printer
1	D&C	D&C dc51_60 1:13	וּלְהַגִּיהַ	and to correct
1	D&C	D&C dc51_60 1:11	לַחֲתֻנַּת	to the marriage of
1	D&C	D&C dc51_60 1:22	לַשִּׁלְטוֹנוֹת	to the authorities
1	D&C	D&C dc51_60 1:26	הַנֶּאֱלָץ	he that is compelled
1	D&C	D&C dc51_60 1:28	שְׂכָרָם׃	their reward
1	D&C	D&C dc51_60 1:37	הַדְּפוּס׃	the printing
1	D&C	D&C dc51_60 1:60	לְהַסְתִּירָם׃	to hide them
1	D&C	D&C dc51_60 1:12	וְהִתְוַדֵּיתָ	confessing
1	D&C	D&C dc51_60 1:13	אׇכְלְךָ	your food
1	D&C	D&C dc51_60 1:13	צוֹמְךָ	your fasting
1	D&C	D&C dc51_60 1:13	שִׂמְחָתְךָ׃	your joy
1	D&C	D&C dc51_60 1:20	לְהֵעָבֵד	to be used
1	D&C	D&C dc51_60 1:22	תַּלְאוּנִי	trouble me
1	D&C	D&C dc61_70 1:9	חֶבְרָתָם	their company
1	D&C	D&C dc61_70 1:12	תִּוָּעֲדוּ׃	you shall agree
1	D&C	D&C dc61_70 1:18	תַּזְהִירוּ	you shall forewarn
1	D&C	D&C dc61_70 1:31	לְהִבָּשֵׁל	to be ripened
1	D&C	D&C dc61_70 1:3	הָעַדְתֶּם	you have borne
1	D&C	D&C dc61_70 1:4	לְגֵיהִנֹּם׃	down to hell
1	D&C	D&C dc61_70 1:11	לְדִינָם׃	unto their condemnation
1	D&C	D&C dc61_70 1:17	בַּאֲגָם	in the lake
1	D&C	D&C dc61_70 1:29	תֻּשַּׂג	shall be obtained
1	D&C	D&C dc61_70 1:38	אֶת־עִנְיְנֵיהֶם	their concerns
1	D&C	D&C dc61_70 1:43	לְהִשָּׁלֵחַ	to be sent
1	D&C	D&C dc61_70 1:64	לְהֵאָמֵר	be spoken
1	D&C	D&C dc61_70 1:9	מֻרְשָׁע	condemned
1	D&C	D&C dc61_70 1:22	אַרְשִׁיעַ	will hold guilty
1	D&C	D&C dc61_70 1:5	תַּכְרִיז	you should proclaim
1	D&C	D&C dc61_70 1:6	תִּתְמַהְמַהּ	tarry
1	D&C	D&C dc61_70 1:9	תָּשֹׁב	return
1	D&C	D&C dc61_70 1:10	זְכוּתְכֶם	it is your privilege
1	D&C	D&C dc61_70 1:10	בָּרוּחָנִית׃	with the spiritual
1	D&C	D&C dc61_70 1:20	מֻרְשִׁים	authorized
1	D&C	D&C dc61_70 1:21	יַחְשָׂם	their lineage
1	D&C	D&C dc61_70 1:23	יֻפַר	be impeached
1	D&C	D&C dc61_70 1:33	בְּעִתָּן	in the season thereof
1	D&C	D&C dc61_70 1:5	עִנְיְנֵיהֶם	their concerns
1	D&C	D&C dc71_80 1:17	וּלְהִתְקַבֵּל	and to be received
1	D&C	D&C dc71_80 1:19	יֻמְלַץ	let him be recommended
1	D&C	D&C dc71_80 1:23	יִוָּסְדוּ	they shall be established
1	D&C	D&C dc71_80 1:3	תִתְמַהְמְהוּ	tarry
1	D&C	D&C dc71_80 1:3	תֻפַרְנָה	fail
1	D&C	D&C dc71_80 1:15	לַפָּסוּק	to the verse
1	D&C	D&C dc71_80 1:35	וְצָלְבוּ	and having crucified
1	D&C	D&C dc71_80 1:39	בְּנִצְחוֹן	through the triumph of
1	D&C	D&C dc71_80 1:39	נִשְׁחַט	was slain
1	D&C	D&C dc71_80 1:45	יִסּוּרָם	their torment
1	D&C	D&C dc71_80 1:73	וְהִכְרִיז	and preached
1	D&C	D&C dc71_80 1:2	הַנִּזְכָּרוֹת	spoken of
1	D&C	D&C dc71_80 1:3	בְּאׇשְׁרָם	of their felicity
1	D&C	D&C dc71_80 1:4	וְגוֹ׳׃	etc.
1	D&C	D&C dc71_80 1:3	לְתַכֵּן	in regulating
1	D&C	D&C dc71_80 1:12	וְהַמְפִירָהּ	And he who breaks it
1	D&C	D&C dc71_80 1:14	בְּהַשְׁגִּיחִי	through my providence
1	D&C	D&C dc81_90 1:14	תֵּרָחַבְנָה	be enlarged-;
1	D&C	D&C dc81_90 1:22	בְּמָמוֹן	with the mammon of
1	D&C	D&C dc81_90 1:2	פּוֹשְׁעוֹת	transgressors
1	D&C	D&C dc81_90 1:5	לְהוֹרֵיהֶם	their parents
1	D&C	D&C dc81_90 1:72	לְהַזִּיקָם׃	to harm them.
1	D&C	D&C dc81_90 1:79	וְהַפּוֹעֵל	and the laborer
1	D&C	D&C dc81_90 1:82	טוֹוִים	do they spin-;
1	D&C	D&C dc81_90 1:89	יַאֲכִיל	will feed
1	D&C	D&C dc81_90 1:89	וְיַלְבִּישׁ	and clothe
1	D&C	D&C dc81_90 1:90	הַמַּלְבִּישׁ	clothes
1	D&C	D&C dc81_90 1:104	וְחָקְקָם	and the printing thereof
1	D&C	D&C dc81_90 1:107	אֶת־הַנִּסְמָכִים	those who are ordained
1	D&C	D&C dc81_90 1:107	לְהוֹעִיד	to make
1	D&C	D&C dc81_90 1:113	חֻלּוֹ	his secular affairs
1	D&C	D&C dc81_90 1:117	אֶת־שִׁמְמַת	the desolation of
1	D&C	D&C dc81_90 1:118	אַרְעִישׁ	I will shake
1	D&C	D&C dc81_90 1:2	אֶת־נַחֲלוֹתֵיהֶם׃	their inheritances.
1	D&C	D&C dc81_90 1:8	הַלּוֹהֵט׃	vivid.
1	D&C	D&C dc81_90 1:10	יְקַיֵּם׃	he will fulfil.
1	D&C	D&C dc81_90 1:3	חוֹנְקִים	choke
1	D&C	D&C dc81_90 1:3	וּמַדִּיחִים	and drive
1	D&C	D&C dc81_90 1:6	חַלָּשָׁה	is weak
1	D&C	D&C dc81_90 1:7	לְהִשָּׂרֵף׃	to be burned.
1	D&C	D&C dc81_90 1:3	תֵּחָלַקְנָה	shall be divided
1	D&C	D&C dc81_90 1:35	שׁוֹבֵר	breaks
1	D&C	D&C dc81_90 1:44	בִּשְׁעוֹתֵיהֶם	in their hours
1	D&C	D&C dc81_90 1:45	בְּהִתְגַּלְגְּלָם	as they roll
1	D&C	D&C dc81_90 1:49	בְּהֵחָיוֹתְכֶם	being quickened
1	D&C	D&C dc81_90 1:50	לִרְבּוֹת׃	abound.
1	D&C	D&C dc81_90 1:56	וְשָׁהָה	and tarried
1	D&C	D&C dc81_90 1:58	בְּשָׁעָתוֹ	in his hour
1	D&C	D&C dc81_90 1:60	שָׁעָתוֹ	his hour
1	D&C	D&C dc81_90 1:62	לַהֲגוֹת	to ponder
1	D&C	D&C dc81_90 1:71	בָּאַזְהָרָה	the warning
1	D&C	D&C dc81_90 1:73	אֲמַהֵר	will hasten
1	D&C	D&C dc81_90 1:74	וְהֵעָרְכוּ	and organize yourselves
1	D&C	D&C dc81_90 1:4	קוֹשְׁרִים	conspiring
1	D&C	D&C dc81_90 1:4	וּמַזְהִיר	and forewarn
1	D&C	D&C dc81_90 1:8	הַטַּבָּק	tobacco
1	D&C	D&C dc81_90 1:17	וְלַחֲזִירִים	and for swine
1	D&C	D&C dc81_90 1:18	לְשָׁרָּם	to their navel
1	D&C	D&C dc81_90 1:28	לְהוֹצָאוֹתֶיהָ	to bear her expenses
1	D&C	D&C dc81_90 1:36	וַאֲיַסְּרֶנָּה	and chasten her
1	D&C	D&C dc91_100 1:30	קִיּוּם׃	existence.
1	D&C	D&C dc91_100 1:34	וּבְהִפָּרְדָם	And when separated,
1	D&C	D&C dc91_100 1:42	צָרָתֶךָ׃	your affliction.
1	D&C	D&C dc91_100 1:50	יוּסְרוּ	they shall be removed
1	D&C	D&C dc91_100 1:15	אֶת־בָּתַּי	my houses,
1	D&C	D&C dc91_100 1:2	מוּכָחִים	rebuked
1	D&C	D&C dc91_100 1:16	אֲדוֹנְכֶם׃	your Lord.
1	D&C	D&C dc91_100 1:7	וְשֻׁתָּף	and a partaker
1	D&C	D&C dc91_100 1:9	תִּסְמְכוּהוּ	you shall ordain him
1	D&C	D&C dc91_100 1:8	מְקֻבָּלִים	they are accepted
1	D&C	D&C dc91_100 1:23	יַטְרִיד	shall vex
1	D&C	D&C dc91_100 1:28	וַאֲבָרְכֶנָּה	And I will bless her
1	D&C	D&C dc91_100 1:12	וַאֲנַסֶּכֶם	and I will try you and prove you
1	D&C	D&C dc91_100 1:28	מִנִּקְמָתִי	my vengeance,
1	D&C	D&C dc91_100 1:34	יַכְרִיז	should proclaim
1	D&C	D&C dc91_100 1:36	וְהִצְדַּקְתִּים	and justify them
1	D&C	D&C dc91_100 1:38	לְהַצְדָּקָה	for justification
1	D&C	D&C dc91_100 1:2	בְּהוֹכָחַת	in the demonstration of
1	D&C	D&C dc91_100 1:11	בְּפָרֵשׁ	in expounding
1	D&C	D&C dc91_100 1:13	נוֹסְרָה	she is chastened
1	D&C	D&C dc91_100 1:14	גּוּלְד	and John Gould,
1	D&C	D&C dc_intro 1:2	הָאַזְהָרוֹת	the warnings
1	D&C	D&C dc_intro 1:4	מוֹדֶרְנִי	source
1	D&C	D&C dc_intro 1:6	הַנֶּחֱרָץ	the firm
1	D&C	D&C dc_intro 1:6	הַזְּמַנִּים	the times
1	D&C	D&C dc_intro 1:7	שֶׁבְּמַעֲרַב	in western
1	D&C	D&C dc_intro 1:9	שֶׁנּוּסְדָה	which had been established
1	D&C	D&C dc_intro 1:10	פּוֹעֶלֶת	was active
1	D&C	D&C dc_intro 1:10	אֶת־טַקְסֵי	ordinances of
1	D&C	D&C dc_intro 1:12	עִנְיָנִים	matters
1	D&C	D&C dc_intro 1:12	יְסוֹדִיִּים	fundamental
1	D&C	D&C dc_intro 1:12	כְּגוֹן	such as
1	D&C	D&C dc_intro 1:12	הֶכְרַח	the necessity for
1	D&C	D&C dc_intro 1:13	אֱלֹהוּתוֹ	His divinity
1	D&C	D&C od 1:1	מַצְהִיר	declares
1	D&C	D&C od 1:1	פִּרְסֵם	issued
1	D&C	D&C od 1:1	שֶׁהִתְקַבֵּל	which was accepted
1	D&C	D&C od 1:1	לְסִיּוּמוֹ	to the end
1	D&C	D&C od 1:3	עִתּוֹנוּת	press
1	D&C	D&C od 1:3	נֶעֱרָכִים	being solemnized
1	D&C	D&C od 1:3	פֻּמְבִּיּוֹת	public
1	D&C	D&C od 1:3	אֶת־הֶמְשֵׁךְ	the continuance of
1	D&C	D&C od 1:3	הַנָּשִׁים—	wives—
1	D&C	D&C od 1:5	אֶת־הַטֶּקֶס׃	the ceremony;
1	D&C	D&C od 1:6	אֶת־כַּוָּנָתִי	my intention
1	D&C	D&C od 1:6	וּלְהַשְׁתַּמֵּשׁ	and to use
1	D&C	D&C od 1:7	שֶׁאֶפְשָׁר	which can
1	D&C	D&C od 1:7	שֶׁנִּרְאֲתָה	which appeared
1	D&C	D&C od 1:11	הֵצִיעַ	offered
1	D&C	D&C od 1:12	מַצִּיעַ	move
1	D&C	D&C od 1:12	וְכָאָדָם	and as the man
1	D&C	D&C od 1:12	הַחֲתִימָה	the sealing,
1	D&C	D&C od 1:12	אֶת־הַכְרָזָתוֹ	his declaration
1	D&C	D&C od 1:12	כְּסַמְכוּתִית	as authoritative
1	D&C	D&C od 1:19	חִלּוּט	the confiscation
1	D&C	D&C od 1:19	וְחִלּוּט	and the confiscation of
1	D&C	D&C od 1:19	עוֹצְרִים	stop
1	D&C	D&C od 1:19	שֶּׁסָּבַלְנוּ	we have
1	D&C	D&C od 1:19	בִּדְבֵקוּתֵנוּ	through our adherence
1	D&C	D&C od 1:19	וּבְכָךְ	and through doing so
1	D&C	D&C od 1:19	וְלַעֲסֹק	and attend
1	D&C	D&C od 1:20	נִפְסָקִים	stopped
1	D&C	D&C od 1:20	נֶאֱנָסִים	compelled
1	D&C	D&C od 1:20	שֻׁחְרַר	has been delivered
1	D&C	D&C od 1:21	שֶּׁעָשִׂיתִי	I did do;
1	D&C	D&C od 1:21	שֶׁצֻּוֵּיתִי	that I was commanded
1	D&C	D&C od 1:21	שֶּׁאָמַר	told
1	D&C	D&C od 1:23	לְהַצִּיג	to have presented
1	D&C	D&C od 1:1	וּבִכְלָלָם	including
1	D&C	D&C od 1:1	הִפְסִיקוּ	stopped
1	D&C	D&C od 1:1	מַצִּיעִים	offer
1	D&C	D&C od 1:4	הִכְרִיזָה	announced
1	D&C	D&C od 1:4	שֶׁקִּבֵּל	he had received
1	D&C	D&C od 1:7	הַכְּלָלִיִּים	general
1	D&C	D&C od 1:9	וְהִצְטָרְפוּ	and have joined
1	D&C	D&C od 1:9	וְגָדֵלִים׃	-increasing.
1	D&C	D&C od 1:9	מַעֲנִיקָה׃	affords.
1	D&C	D&C od 1:10	לְהַדְרָכָה	for guidance
1	D&C	D&C od 1:10	אֱלֹהִית׃	divine.
1	D&C	D&C od 1:11	לְהַפְעִיל	to exercise
1	D&C	D&C od 1:11	לְוַדֵּא	to insure
1	D&C	D&C od 1:18	בַּהֲרָמַת	by raising
1	D&C	D&C od 1:18	הַמִּתְנַגְּדִים	opposed
1	D&C	D&C od 1:19	הַנַּ״ל	foregoing
1	PGP	PGP abraham 1:11	טׇהֳרָתָן	their virtue,
1	PGP	PGP abraham 1:14	חָקוּק	engraved.
1	PGP	PGP abraham 1:27	מִן־הַשּׁוּשֶׁלֶת	being of the lineage
1	PGP	PGP abraham 1:28	אֶשְׁתַּדֵּל	I shall endeavor,
1	PGP	PGP abraham 1:30	וַיִּתְעַנֶּה	and was sorely tormented
1	PGP	PGP abraham 1:31	וְאֶשְׁתַּדֵּל	and I shall endeavor
1	PGP	PGP abraham 2:11	הַמַּמָּשִׁי	literal,
1	PGP	PGP abraham 2:20	וָאֶסַּע	and removed
1	PGP	PGP abraham 3:4	הַמְּיֻעָד	appointed
1	PGP	PGP abraham 3:18	גְּנוֹלָאוּם	they are gnolaum,
1	PGP	PGP abraham 3:23	לְמוֹשְׁלָי	my rulers;
1	PGP	PGP abraham 3:25	וּנְנַסֵּם	And we will prove them
1	PGP	PGP abraham 4:20	לִשְׁרֹץ	to bring forth abundantly
1	PGP	PGP abraham 4:28	וּלְכָבְשָׁהּ	and subdue it,
1	PGP	PGP abraham 4:31	וּנְעָרְכֵם	and organize them;
1	PGP	PGP abraham 5:4	בְּהִוָּצְרָם	when they were formed,
1	PGP	PGP js_history 1:2	שֶׁאֵרְעוּ	transpired,
1	PGP	PGP js_history 1:3	לְדֵצֶמְבֶּר	day of December,
1	PGP	PGP js_history 1:3	וִינְדְּסוֹר	county,
1	PGP	PGP js_history 1:6	שֶׁקָּרְאוּ	they were pleased to call it,
1	PGP	PGP js_history 1:6	שֶׁיִּרְצוּ	they pleased;
1	PGP	PGP js_history 1:6	שֶׁרִגְשׁוֹתֵיהֶם	their feelings
1	PGP	PGP js_history 1:6	וְהַמִּתְגַּיְּרִים	and the converts
1	PGP	PGP js_history 1:6	מֵאֲמִתִּיִּים	than real;
1	PGP	PGP js_history 1:6	וּבְוִכּוּחַ	and a contest
1	PGP	PGP js_history 1:7	דְּהַיְנוּ	namely,
1	PGP	PGP js_history 1:8	שֶׁרִגְשׁוֹתַי	though my feelings
1	PGP	PGP js_history 1:8	לַמֶּתוֹדִיסְטִים	to the Methodist sect,
1	PGP	PGP js_history 1:8	לְמַסְקָנָה	any certain conclusion
1	PGP	PGP js_history 1:8	טוֹעֶה	mistaken
1	PGP	PGP js_history 1:9	וְהִשְׁתַּמְּשׁוּ	and used
1	PGP	PGP js_history 1:9	אֶת־טָעֻיּוֹתֵיהֶם	their errors,
1	PGP	PGP js_history 1:9	וְהַמֶּתוֹדִיסְטִים	and Methodists in their turn
1	PGP	PGP js_history 1:11	שֶׁנִּגְרַם	caused
1	PGP	PGP js_history 1:12	שֶׁנִּכְנַס	to enter
1	PGP	PGP js_history 1:12	הִרְהַרְתִּי	I reflected
1	PGP	PGP js_history 1:12	שֶּׁהָיְתָה	that was
1	PGP	PGP js_history 1:12	פְּסוּקֵי	passages of scripture
1	PGP	PGP js_history 1:13	לִמְסַקָּנָה	to the conclusion
1	PGP	PGP js_history 1:13	הֶחְלַטְתִּי	I at length came to the determination
1	PGP	PGP js_history 1:13	בְּהַסִּיקִי	concluding
1	PGP	PGP js_history 1:14	הֶחְלָטָתִי	this, my determination
1	PGP	PGP js_history 1:14	שֶׁנִּסִּיתִי	that I had made such an attempt,
1	PGP	PGP js_history 1:15	מַדְהִימָה	astonishing
1	PGP	PGP js_history 1:16	בְּיֵאוּשׁ	into despair
1	PGP	PGP js_history 1:16	וּלְהִמָּסֵר	and abandon myself
